imie,nazwisko,miasto,ulica,nr_domu,nr_mieszkania
Amelia,Abac,Bydgoszcz,Stara,12,62
Bartek,Nowak,Bydgoszcz,Stara,92,24
Kamil,Jakios,Chelmno,Nowsza,51,68
Amelia,Nijak,Plonsk,Starsza,46,133
Bartek,Nijak,Plonsk,Starsza,42,60
Kamil,Nijak,Chelmno,Nowa,12,10
Jan,Abac,Warszawa,Nowa,55,82
Bartek,Nowak,Bydgoszcz,Stara,35,53
Kamil,Jakios,Chelmno,Nowsza,27,90
Amelia,Nijak,Plonsk,Starsza,87,49
Jan,Nowak,Warszawa,Stara,64,20
Bartek,Nowak,Bydgoszcz,Stara,67,80
Kamil,Jakios,Chelmno,Nowsza,87,100
Amelia,Nijak,Plonsk,Starsza,100,120
Jan,Nowak,Warszawa,Starsza,31,61
Bartek,Nijak,Chelmno,Starsza,90,20
Jan,Abac,Warszawa,Nowa,34,43
Bartek,Nowak,Bydgoszcz,Stara,5,22
Kamil,Jakios,Chelmno,Nowsza,53,18
Amelia,Nijak,Plonsk,Starsza,87,79
Kamil,Nijak,Warszawa,Nowsza,66,105
Bartek,Nowak,Bydgoszcz,Stara,8,11
Kamil,Jakios,Chelmno,Nowsza,3,45
Amelia,Nijak,Plonsk,Starsza,3,59
Bartek,Jakios,Bydgoszcz,Nowsza,100,89
Kamil,Nowak,Plonsk,Stara,89,128
Jan,Abac,Warszawa,Nowa,45,27
Bartek,Nowak,Bydgoszcz,Stara,27,24
Kamil,Jakios,Chelmno,Nowsza,65,37
Amelia,Nijak,Plonsk,Starsza,93,100
Jan,Abac,Chelmno,Nowsza,62,52
Bartek,Nowak,Bydgoszcz,Stara,31,72
Kamil,Jakios,Chelmno,Nowsza,37,113
Amelia,Nijak,Plonsk,Starsza,11,62
Bartek,Nijak,Warszawa,Nowsza,97,114
Jan,Nowak,Plonsk,Stara,19,97
Jan,Abac,Warszawa,Nowa,68,140
Bartek,Nowak,Bydgoszcz,Stara,16,57
Kamil,Jakios,Chelmno,Nowsza,77,7
Amelia,Nijak,Plonsk,Starsza,52,75
Jan,Jakios,Chelmno,Nowsza,65,57
Bartek,Nowak,Bydgoszcz,Stara,27,135
Kamil,Jakios,Chelmno,Nowsza,82,77
Amelia,Nijak,Plonsk,Starsza,31,94
Jan,Jakios,Plonsk,Stara,91,98
Amelia,Nijak,Plonsk,Starsza,91,46
Jan,Abac,Warszawa,Nowa,4,75
Bartek,Nowak,Bydgoszcz,Stara,9,134
Kamil,Jakios,Chelmno,Nowsza,86,117
Amelia,Nijak,Plonsk,Starsza,69,147
Bartek,Abac,Chelmno,Nowsza,56,28
Bartek,Nowak,Bydgoszcz,Stara,71,117
Kamil,Jakios,Chelmno,Nowsza,68,113
Amelia,Nijak,Plonsk,Starsza,62,15
Jan,Nijak,Chelmno,Stara,75,146
Kamil,Nijak,Warszawa,Nowsza,37,68
Jan,Abac,Warszawa,Nowa,60,150
Bartek,Nowak,Bydgoszcz,Stara,40,92
Kamil,Jakios,Chelmno,Nowsza,92,71
Amelia,Nijak,Plonsk,Starsza,33,95
Kamil,Nowak,Chelmno,Nowsza,44,134
Bartek,Nowak,Bydgoszcz,Stara,38,98
Kamil,Jakios,Chelmno,Nowsza,70,103
Amelia,Nijak,Plonsk,Starsza,74,42
Bartek,Abac,Chelmno,Stara,71,72
Bartek,Nowak,Chelmno,Nowa,65,65
Jan,Abac,Warszawa,Nowa,81,93
Bartek,Nowak,Bydgoszcz,Stara,53,27
Kamil,Jakios,Chelmno,Nowsza,14,116
Amelia,Nijak,Plonsk,Starsza,60,112
Kamil,Abac,Warszawa,Stara,86,18
Bartek,Nowak,Bydgoszcz,Stara,14,2
Kamil,Jakios,Chelmno,Nowsza,77,17
Amelia,Nijak,Plonsk,Starsza,64,45
Bartek,Abac,Bydgoszcz,Stara,51,97
Kamil,Abac,Plonsk,Starsza,72,12
Jan,Abac,Warszawa,Nowa,65,42
Bartek,Nowak,Bydgoszcz,Stara,8,135
Kamil,Jakios,Chelmno,Nowsza,20,78
Amelia,Nijak,Plonsk,Starsza,60,18
Bartek,Nowak,Bydgoszcz,Nowsza,17,104
Bartek,Nowak,Bydgoszcz,Stara,71,137
Kamil,Jakios,Chelmno,Nowsza,35,123
Amelia,Nijak,Plonsk,Starsza,19,119
Bartek,Abac,Plonsk,Nowa,32,99
Amelia,Nowak,Chelmno,Stara,77,92
Jan,Abac,Warszawa,Nowa,13,42
Bartek,Nowak,Bydgoszcz,Stara,13,64
Kamil,Jakios,Chelmno,Nowsza,2,20
Amelia,Nijak,Plonsk,Starsza,20,126
Amelia,Jakios,Warszawa,Nowa,97,118
Bartek,Nowak,Bydgoszcz,Stara,77,2
Kamil,Jakios,Chelmno,Nowsza,71,70
Amelia,Nijak,Plonsk,Starsza,88,66
Bartek,Jakios,Bydgoszcz,Stara,34,20
Kamil,Nijak,Plonsk,Nowa,40,91
Jan,Abac,Warszawa,Nowa,55,19
Bartek,Nowak,Bydgoszcz,Stara,45,88
Kamil,Jakios,Chelmno,Nowsza,55,61
Amelia,Nijak,Plonsk,Starsza,4,18
Amelia,Nijak,Warszawa,Stara,91,128
Bartek,Nowak,Bydgoszcz,Stara,37,31
Kamil,Jakios,Chelmno,Nowsza,28,85
Amelia,Nijak,Plonsk,Starsza,69,120
Kamil,Abac,Warszawa,Nowsza,33,127
Bartek,Abac,Plonsk,Nowa,10,88
Jan,Abac,Warszawa,Nowa,76,123
Bartek,Nowak,Bydgoszcz,Stara,16,118
Kamil,Jakios,Chelmno,Nowsza,18,62
Amelia,Nijak,Plonsk,Starsza,1,71
Kamil,Abac,Plonsk,Nowa,100,144
Bartek,Nowak,Bydgoszcz,Stara,95,146
Kamil,Jakios,Chelmno,Nowsza,57,39
Amelia,Nijak,Plonsk,Starsza,100,66
Jan,Abac,Chelmno,Nowa,47,147
Jan,Nijak,Plonsk,Starsza,25,63
Jan,Abac,Warszawa,Nowa,12,55
Bartek,Nowak,Bydgoszcz,Stara,47,93
Kamil,Jakios,Chelmno,Nowsza,64,128
Amelia,Nijak,Plonsk,Starsza,42,49
Jan,Nijak,Warszawa,Starsza,83,140
Bartek,Nowak,Bydgoszcz,Stara,98,148
Kamil,Jakios,Chelmno,Nowsza,26,138
Amelia,Nijak,Plonsk,Starsza,9,65
Kamil,Nowak,Bydgoszcz,Stara,4,5
Jan,Nowak,Plonsk,Nowsza,39,119
Jan,Abac,Warszawa,Nowa,42,46
Bartek,Nowak,Bydgoszcz,Stara,93,33
Kamil,Jakios,Chelmno,Nowsza,53,16
Amelia,Nijak,Plonsk,Starsza,98,6
Kamil,Abac,Plonsk,Nowa,52,84
Bartek,Nowak,Bydgoszcz,Stara,5,34
Kamil,Jakios,Chelmno,Nowsza,26,52
Amelia,Nijak,Plonsk,Starsza,24,93
Amelia,Nowak,Warszawa,Nowsza,91,72
Bartek,Nowak,Plonsk,Stara,94,39
Jan,Abac,Warszawa,Nowa,66,70
Bartek,Nowak,Bydgoszcz,Stara,68,112
Kamil,Jakios,Chelmno,Nowsza,43,71
Amelia,Nijak,Plonsk,Starsza,38,30
Bartek,Nowak,Warszawa,Nowa,44,113
Bartek,Nowak,Bydgoszcz,Stara,13,20
Kamil,Jakios,Chelmno,Nowsza,12,67
Amelia,Nijak,Plonsk,Starsza,28,30
Jan,Jakios,Warszawa,Nowa,24,55
Kamil,Jakios,Plonsk,Stara,83,110
Jan,Abac,Warszawa,Nowa,86,1
Bartek,Nowak,Bydgoszcz,Stara,18,32
Kamil,Jakios,Chelmno,Nowsza,38,128
Amelia,Nijak,Plonsk,Starsza,18,130
Bartek,Jakios,Bydgoszcz,Nowsza,46,94
Bartek,Nowak,Bydgoszcz,Stara,5,86
Kamil,Jakios,Chelmno,Nowsza,89,28
Amelia,Nijak,Plonsk,Starsza,4,86
Kamil,Jakios,Plonsk,Stara,47,59
Amelia,Nowak,Chelmno,Starsza,56,140
Jan,Abac,Warszawa,Nowa,57,1
Bartek,Nowak,Bydgoszcz,Stara,85,134
Kamil,Jakios,Chelmno,Nowsza,10,139
Amelia,Nijak,Plonsk,Starsza,16,35
Jan,Jakios,Plonsk,Nowsza,97,94
Bartek,Nowak,Bydgoszcz,Stara,96,104
Kamil,Jakios,Chelmno,Nowsza,36,113
Amelia,Nijak,Plonsk,Starsza,28,115
Bartek,Abac,Plonsk,Nowa,49,47
Jan,Nowak,Plonsk,Starsza,77,146
Jan,Abac,Warszawa,Nowa,78,97
Bartek,Nowak,Bydgoszcz,Stara,17,50
Kamil,Jakios,Chelmno,Nowsza,54,73
Amelia,Nijak,Plonsk,Starsza,3,45
Jan,Abac,Plonsk,Nowa,71,23
Bartek,Nowak,Bydgoszcz,Stara,20,73
Kamil,Jakios,Chelmno,Nowsza,33,124
Amelia,Nijak,Plonsk,Starsza,61,62
Kamil,Abac,Chelmno,Starsza,55,58
Kamil,Jakios,Warszawa,Starsza,14,53
Jan,Abac,Warszawa,Nowa,65,76
Bartek,Nowak,Bydgoszcz,Stara,2,109
Kamil,Jakios,Chelmno,Nowsza,62,66
Amelia,Nijak,Plonsk,Starsza,46,104
Bartek,Nijak,Plonsk,Starsza,43,133
Bartek,Nowak,Bydgoszcz,Stara,62,23
Kamil,Jakios,Chelmno,Nowsza,12,99
Amelia,Nijak,Plonsk,Starsza,37,129
Bartek,Nowak,Warszawa,Stara,5,146
Kamil,Nijak,Bydgoszcz,Nowsza,15,144
Jan,Abac,Warszawa,Nowa,69,67
Bartek,Nowak,Bydgoszcz,Stara,75,57
Kamil,Jakios,Chelmno,Nowsza,73,58
Amelia,Nijak,Plonsk,Starsza,9,73
Bartek,Nowak,Bydgoszcz,Nowsza,89,44
Bartek,Nowak,Bydgoszcz,Stara,31,70
Kamil,Jakios,Chelmno,Nowsza,74,62
Amelia,Nijak,Plonsk,Starsza,5,11
Bartek,Abac,Plonsk,Nowsza,77,81
Bartek,Nijak,Warszawa,Nowsza,41,36
Jan,Abac,Warszawa,Nowa,19,44
Bartek,Nowak,Bydgoszcz,Stara,29,22
Kamil,Jakios,Chelmno,Nowsza,68,24
Amelia,Nijak,Plonsk,Starsza,35,35
Jan,Jakios,Chelmno,Starsza,66,13
Bartek,Nowak,Bydgoszcz,Stara,10,10
Kamil,Jakios,Chelmno,Nowsza,90,3
Amelia,Nijak,Plonsk,Starsza,77,46
Jan,Abac,Plonsk,Nowa,79,65
Amelia,Nowak,Plonsk,Starsza,63,35
Jan,Abac,Warszawa,Nowa,1,72
Bartek,Nowak,Bydgoszcz,Stara,65,150
Kamil,Jakios,Chelmno,Nowsza,37,149
Amelia,Nijak,Plonsk,Starsza,21,69
Bartek,Nowak,Warszawa,Starsza,84,64
Bartek,Nowak,Bydgoszcz,Stara,46,66
Kamil,Jakios,Chelmno,Nowsza,91,62
Amelia,Nijak,Plonsk,Starsza,10,5
Jan,Nowak,Chelmno,Nowa,13,30
Amelia,Abac,Bydgoszcz,Nowsza,7,38
Jan,Abac,Warszawa,Nowa,50,8
Bartek,Nowak,Bydgoszcz,Stara,14,107
Kamil,Jakios,Chelmno,Nowsza,32,26
Amelia,Nijak,Plonsk,Starsza,95,42
Bartek,Abac,Bydgoszcz,Starsza,95,36
Bartek,Nowak,Bydgoszcz,Stara,6,75
Kamil,Jakios,Chelmno,Nowsza,77,74
Amelia,Nijak,Plonsk,Starsza,54,28
Amelia,Abac,Plonsk,Stara,37,108
Bartek,Nijak,Bydgoszcz,Nowa,56,103
Jan,Abac,Warszawa,Nowa,57,139
Bartek,Nowak,Bydgoszcz,Stara,81,92
Kamil,Jakios,Chelmno,Nowsza,25,150
Amelia,Nijak,Plonsk,Starsza,77,74
Bartek,Nijak,Plonsk,Starsza,4,112
Bartek,Nowak,Bydgoszcz,Stara,49,146
Kamil,Jakios,Chelmno,Nowsza,49,123
Amelia,Nijak,Plonsk,Starsza,85,141
Kamil,Nowak,Bydgoszcz,Starsza,15,1
Bartek,Nowak,Bydgoszcz,Nowa,56,44
Jan,Abac,Warszawa,Nowa,60,41
Bartek,Nowak,Bydgoszcz,Stara,7,2
Kamil,Jakios,Chelmno,Nowsza,10,58
Amelia,Nijak,Plonsk,Starsza,73,27
Jan,Abac,Chelmno,Stara,15,120
Bartek,Nowak,Bydgoszcz,Stara,48,109
Kamil,Jakios,Chelmno,Nowsza,91,118
Amelia,Nijak,Plonsk,Starsza,46,49
Kamil,Nijak,Plonsk,Nowsza,21,136
Bartek,Jakios,Warszawa,Nowa,99,96
Jan,Abac,Warszawa,Nowa,35,102
Bartek,Nowak,Bydgoszcz,Stara,34,15
Kamil,Jakios,Chelmno,Nowsza,54,65
Amelia,Nijak,Plonsk,Starsza,20,150
Jan,Abac,Chelmno,Nowa,10,78
Bartek,Nowak,Bydgoszcz,Stara,19,35
Kamil,Jakios,Chelmno,Nowsza,33,58
Amelia,Nijak,Plonsk,Starsza,69,98
Jan,Nowak,Chelmno,Stara,83,76
Amelia,Nowak,Warszawa,Stara,27,15
Jan,Abac,Warszawa,Nowa,73,58
Bartek,Nowak,Bydgoszcz,Stara,61,122
Kamil,Jakios,Chelmno,Nowsza,27,89
Amelia,Nijak,Plonsk,Starsza,25,71
Jan,Abac,Bydgoszcz,Nowsza,80,72
Bartek,Nowak,Bydgoszcz,Stara,97,50
Kamil,Jakios,Chelmno,Nowsza,98,2
Amelia,Nijak,Plonsk,Starsza,56,36
Jan,Jakios,Warszawa,Nowsza,90,5
Kamil,Abac,Bydgoszcz,Nowa,100,36
Jan,Abac,Warszawa,Nowa,18,23
Bartek,Nowak,Bydgoszcz,Stara,31,40
Kamil,Jakios,Chelmno,Nowsza,91,65
Amelia,Nijak,Plonsk,Starsza,27,112
Jan,Abac,Bydgoszcz,Starsza,83,67
Bartek,Nowak,Bydgoszcz,Stara,54,126
Kamil,Jakios,Chelmno,Nowsza,26,31
Amelia,Nijak,Plonsk,Starsza,79,76
Bartek,Abac,Plonsk,Stara,73,143
Bartek,Nowak,Chelmno,Nowsza,68,126
Jan,Abac,Warszawa,Nowa,98,49
Bartek,Nowak,Bydgoszcz,Stara,86,28
Kamil,Jakios,Chelmno,Nowsza,86,58
Amelia,Nijak,Plonsk,Starsza,33,92
Jan,Nijak,Bydgoszcz,Nowsza,49,108
Bartek,Nowak,Bydgoszcz,Stara,13,134
Kamil,Jakios,Chelmno,Nowsza,24,114
Amelia,Nijak,Plonsk,Starsza,93,34
Jan,Nijak,Plonsk,Starsza,52,72
Kamil,Jakios,Warszawa,Stara,76,9
Jan,Abac,Warszawa,Nowa,95,142
Bartek,Nowak,Bydgoszcz,Stara,38,139
Kamil,Jakios,Chelmno,Nowsza,25,85
Amelia,Nijak,Plonsk,Starsza,33,68
Jan,Nowak,Chelmno,Nowsza,24,1
Bartek,Nowak,Bydgoszcz,Stara,92,63
Kamil,Jakios,Chelmno,Nowsza,100,20
Amelia,Nijak,Plonsk,Starsza,3,120
Jan,Abac,Plonsk,Stara,36,133
Kamil,Nijak,Plonsk,Stara,64,142
Jan,Abac,Warszawa,Nowa,75,10
Bartek,Nowak,Bydgoszcz,Stara,15,131
Kamil,Jakios,Chelmno,Nowsza,21,20
Amelia,Nijak,Plonsk,Starsza,65,105
Amelia,Nowak,Bydgoszcz,Nowsza,42,95
Bartek,Nowak,Bydgoszcz,Stara,87,28
Kamil,Jakios,Chelmno,Nowsza,82,111
Amelia,Nijak,Plonsk,Starsza,8,81
Amelia,Abac,Bydgoszcz,Starsza,24,146
Jan,Jakios,Plonsk,Nowa,24,49
Jan,Abac,Warszawa,Nowa,19,34
Bartek,Nowak,Bydgoszcz,Stara,38,146
Kamil,Jakios,Chelmno,Nowsza,51,84
Amelia,Nijak,Plonsk,Starsza,66,116
Amelia,Nowak,Bydgoszcz,Starsza,80,63
Bartek,Nowak,Bydgoszcz,Stara,35,117
Kamil,Jakios,Chelmno,Nowsza,9,128
Amelia,Nijak,Plonsk,Starsza,71,5
Amelia,Nowak,Plonsk,Nowa,62,59
Kamil,Nowak,Plonsk,Nowa,52,140
Jan,Abac,Warszawa,Nowa,7,29
Bartek,Nowak,Bydgoszcz,Stara,94,118
Kamil,Jakios,Chelmno,Nowsza,95,61
Amelia,Nijak,Plonsk,Starsza,3,95
Kamil,Abac,Warszawa,Nowsza,87,74
Bartek,Nowak,Bydgoszcz,Stara,10,110
Kamil,Jakios,Chelmno,Nowsza,65,78
Amelia,Nijak,Plonsk,Starsza,47,20
Kamil,Nowak,Bydgoszcz,Nowsza,25,129
Amelia,Nowak,Warszawa,Nowa,14,125
Jan,Abac,Warszawa,Nowa,41,4
Bartek,Nowak,Bydgoszcz,Stara,21,49
Kamil,Jakios,Chelmno,Nowsza,17,60
Amelia,Nijak,Plonsk,Starsza,34,57
Bartek,Nijak,Warszawa,Nowsza,1,143
Bartek,Nowak,Bydgoszcz,Stara,27,35
Kamil,Jakios,Chelmno,Nowsza,32,27
Amelia,Nijak,Plonsk,Starsza,40,63
Bartek,Abac,Warszawa,Nowa,60,105
Jan,Nowak,Warszawa,Stara,64,65
Jan,Abac,Warszawa,Nowa,14,92
Bartek,Nowak,Bydgoszcz,Stara,52,45
Kamil,Jakios,Chelmno,Nowsza,71,34
Amelia,Nijak,Plonsk,Starsza,10,15
Amelia,Nowak,Plonsk,Stara,13,64
Bartek,Nowak,Bydgoszcz,Stara,98,78
Kamil,Jakios,Chelmno,Nowsza,84,24
Amelia,Nijak,Plonsk,Starsza,16,61
Amelia,Nijak,Plonsk,Nowa,53,30
Kamil,Nijak,Warszawa,Starsza,27,33
Jan,Abac,Warszawa,Nowa,71,91
Bartek,Nowak,Bydgoszcz,Stara,24,67
Kamil,Jakios,Chelmno,Nowsza,34,23
Amelia,Nijak,Plonsk,Starsza,94,87
Kamil,Abac,Plonsk,Nowa,73,123
Bartek,Nowak,Bydgoszcz,Stara,31,31
Kamil,Jakios,Chelmno,Nowsza,24,15
Amelia,Nijak,Plonsk,Starsza,16,27
Jan,Jakios,Plonsk,Stara,74,124
Kamil,Jakios,Warszawa,Nowsza,98,108
Jan,Abac,Warszawa,Nowa,32,40
Bartek,Nowak,Bydgoszcz,Stara,77,43
Kamil,Jakios,Chelmno,Nowsza,86,76
Amelia,Nijak,Plonsk,Starsza,74,1
Amelia,Abac,Warszawa,Nowsza,55,101
Bartek,Nowak,Bydgoszcz,Stara,19,60
Kamil,Jakios,Chelmno,Nowsza,56,90
Amelia,Nijak,Plonsk,Starsza,49,26
Bartek,Jakios,Warszawa,Starsza,71,91
Bartek,Nowak,Bydgoszcz,Nowa,82,64
Jan,Abac,Warszawa,Nowa,42,1
Bartek,Nowak,Bydgoszcz,Stara,75,137
Kamil,Jakios,Chelmno,Nowsza,96,101
Amelia,Nijak,Plonsk,Starsza,78,114
Amelia,Nowak,Warszawa,Starsza,51,129
Bartek,Nowak,Bydgoszcz,Stara,90,143
Kamil,Jakios,Chelmno,Nowsza,92,4
Amelia,Nijak,Plonsk,Starsza,94,113
Jan,Nowak,Plonsk,Nowa,9,132
Amelia,Nowak,Chelmno,Starsza,44,148
Jan,Abac,Warszawa,Nowa,40,129
Bartek,Nowak,Bydgoszcz,Stara,70,44
Kamil,Jakios,Chelmno,Nowsza,68,77
Amelia,Nijak,Plonsk,Starsza,60,131
Bartek,Abac,Chelmno,Stara,89,98
Bartek,Nowak,Bydgoszcz,Stara,76,67
Kamil,Jakios,Chelmno,Nowsza,80,119
Amelia,Nijak,Plonsk,Starsza,42,56
Bartek,Nowak,Chelmno,Starsza,87,131
Jan,Nowak,Bydgoszcz,Starsza,41,13
Jan,Abac,Warszawa,Nowa,38,53
Bartek,Nowak,Bydgoszcz,Stara,60,122
Kamil,Jakios,Chelmno,Nowsza,48,12
Amelia,Nijak,Plonsk,Starsza,47,61
Bartek,Nijak,Plonsk,Nowsza,40,89
Bartek,Nowak,Bydgoszcz,Stara,4,98
Kamil,Jakios,Chelmno,Nowsza,28,91
Amelia,Nijak,Plonsk,Starsza,35,54
Bartek,Nowak,Chelmno,Stara,85,27
Jan,Abac,Warszawa,Stara,69,99
Jan,Abac,Warszawa,Nowa,34,9
Bartek,Nowak,Bydgoszcz,Stara,37,49
Kamil,Jakios,Chelmno,Nowsza,40,1
Amelia,Nijak,Plonsk,Starsza,56,138
Jan,Abac,Chelmno,Nowsza,9,41
Bartek,Nowak,Bydgoszcz,Stara,65,108
Kamil,Jakios,Chelmno,Nowsza,2,137
Amelia,Nijak,Plonsk,Starsza,24,41
Jan,Abac,Plonsk,Starsza,17,33
Kamil,Abac,Bydgoszcz,Stara,41,140
Jan,Abac,Warszawa,Nowa,91,45
Bartek,Nowak,Bydgoszcz,Stara,6,9
Kamil,Jakios,Chelmno,Nowsza,77,88
Amelia,Nijak,Plonsk,Starsza,53,28
Kamil,Nijak,Bydgoszcz,Stara,23,75
Bartek,Nowak,Bydgoszcz,Stara,20,120
Kamil,Jakios,Chelmno,Nowsza,94,24
Amelia,Nijak,Plonsk,Starsza,84,45
Amelia,Jakios,Plonsk,Nowsza,23,57
Kamil,Nowak,Warszawa,Nowsza,19,134
Jan,Abac,Warszawa,Nowa,75,9
Bartek,Nowak,Bydgoszcz,Stara,66,41
Kamil,Jakios,Chelmno,Nowsza,70,148
Amelia,Nijak,Plonsk,Starsza,28,113
Bartek,Nowak,Plonsk,Nowa,40,91
Bartek,Nowak,Bydgoszcz,Stara,59,5
Kamil,Jakios,Chelmno,Nowsza,64,65
Amelia,Nijak,Plonsk,Starsza,60,36
Jan,Nowak,Chelmno,Stara,25,44
Amelia,Nijak,Chelmno,Stara,77,49
Jan,Abac,Warszawa,Nowa,79,38
Bartek,Nowak,Bydgoszcz,Stara,43,38
Kamil,Jakios,Chelmno,Nowsza,2,117
Amelia,Nijak,Plonsk,Starsza,47,53
Amelia,Nijak,Warszawa,Starsza,24,72
Bartek,Nowak,Bydgoszcz,Stara,48,107
Kamil,Jakios,Chelmno,Nowsza,66,88
Amelia,Nijak,Plonsk,Starsza,68,40
Kamil,Abac,Chelmno,Nowa,93,58
Amelia,Nowak,Plonsk,Nowa,68,136
Jan,Abac,Warszawa,Nowa,72,60
Bartek,Nowak,Bydgoszcz,Stara,46,67
Kamil,Jakios,Chelmno,Nowsza,33,114
Amelia,Nijak,Plonsk,Starsza,87,52
Jan,Nowak,Chelmno,Nowa,89,12
Bartek,Nowak,Bydgoszcz,Stara,5,99
Kamil,Jakios,Chelmno,Nowsza,94,104
Amelia,Nijak,Plonsk,Starsza,86,106
Jan,Abac,Warszawa,Starsza,39,32
Kamil,Jakios,Plonsk,Nowa,54,18
Jan,Abac,Warszawa,Nowa,79,58
Bartek,Nowak,Bydgoszcz,Stara,27,57
Kamil,Jakios,Chelmno,Nowsza,25,116
Amelia,Nijak,Plonsk,Starsza,10,38
Kamil,Jakios,Warszawa,Nowa,56,113
Bartek,Nowak,Bydgoszcz,Stara,65,97
Kamil,Jakios,Chelmno,Nowsza,21,81
Amelia,Nijak,Plonsk,Starsza,15,62
Bartek,Jakios,Bydgoszcz,Starsza,90,67
Amelia,Nowak,Plonsk,Nowa,48,33
Jan,Abac,Warszawa,Nowa,62,7
Bartek,Nowak,Bydgoszcz,Stara,74,9
Kamil,Jakios,Chelmno,Nowsza,70,14
Amelia,Nijak,Plonsk,Starsza,17,95
Bartek,Jakios,Chelmno,Nowa,91,52
Bartek,Nowak,Bydgoszcz,Stara,66,29
Kamil,Jakios,Chelmno,Nowsza,95,119
Amelia,Nijak,Plonsk,Starsza,47,52
Kamil,Jakios,Bydgoszcz,Nowa,64,31
Amelia,Nowak,Chelmno,Starsza,42,86
Jan,Abac,Warszawa,Nowa,22,91
Bartek,Nowak,Bydgoszcz,Stara,58,76
Kamil,Jakios,Chelmno,Nowsza,84,38
Amelia,Nijak,Plonsk,Starsza,10,77
Jan,Nijak,Bydgoszcz,Nowsza,39,2
Bartek,Nowak,Bydgoszcz,Stara,67,94
Kamil,Jakios,Chelmno,Nowsza,33,30
Amelia,Nijak,Plonsk,Starsza,49,117
Amelia,Abac,Bydgoszcz,Starsza,96,67
Kamil,Abac,Plonsk,Starsza,58,53
Jan,Abac,Warszawa,Nowa,78,38
Bartek,Nowak,Bydgoszcz,Stara,60,122
Kamil,Jakios,Chelmno,Nowsza,18,47
Amelia,Nijak,Plonsk,Starsza,4,54
Kamil,Abac,Bydgoszcz,Nowsza,25,129
Bartek,Nowak,Bydgoszcz,Stara,83,91
Kamil,Jakios,Chelmno,Nowsza,55,111
Amelia,Nijak,Plonsk,Starsza,35,70
Jan,Abac,Bydgoszcz,Nowsza,6,62
Kamil,Nowak,Bydgoszcz,Starsza,24,38
Jan,Abac,Warszawa,Nowa,96,124
Bartek,Nowak,Bydgoszcz,Stara,94,15
Kamil,Jakios,Chelmno,Nowsza,65,48
Amelia,Nijak,Plonsk,Starsza,29,104
Jan,Nowak,Chelmno,Nowsza,4,61
Bartek,Nowak,Bydgoszcz,Stara,41,43
Kamil,Jakios,Chelmno,Nowsza,96,120
Amelia,Nijak,Plonsk,Starsza,27,150
Jan,Nijak,Chelmno,Nowsza,82,101
Amelia,Jakios,Warszawa,Nowsza,93,121
Jan,Abac,Warszawa,Nowa,52,138
Bartek,Nowak,Bydgoszcz,Stara,50,88
Kamil,Jakios,Chelmno,Nowsza,23,109
Amelia,Nijak,Plonsk,Starsza,46,78
Amelia,Jakios,Warszawa,Nowsza,33,54
Bartek,Nowak,Bydgoszcz,Stara,22,22
Kamil,Jakios,Chelmno,Nowsza,3,144
Amelia,Nijak,Plonsk,Starsza,52,104
Jan,Nijak,Bydgoszcz,Stara,91,27
Jan,Jakios,Warszawa,Stara,13,62
Jan,Abac,Warszawa,Nowa,100,63
Bartek,Nowak,Bydgoszcz,Stara,9,11
Kamil,Jakios,Chelmno,Nowsza,60,121
Amelia,Nijak,Plonsk,Starsza,50,46
Amelia,Jakios,Plonsk,Nowsza,75,99
Bartek,Nowak,Bydgoszcz,Stara,36,60
Kamil,Jakios,Chelmno,Nowsza,10,57
Amelia,Nijak,Plonsk,Starsza,15,75
Jan,Nijak,Bydgoszcz,Stara,21,24
Kamil,Abac,Warszawa,Stara,31,97
Jan,Abac,Warszawa,Nowa,12,80
Bartek,Nowak,Bydgoszcz,Stara,90,93
Kamil,Jakios,Chelmno,Nowsza,36,41
Amelia,Nijak,Plonsk,Starsza,9,107
Kamil,Nowak,Plonsk,Starsza,20,6
Bartek,Nowak,Bydgoszcz,Stara,86,110
Kamil,Jakios,Chelmno,Nowsza,4,136
Amelia,Nijak,Plonsk,Starsza,95,110
Kamil,Jakios,Warszawa,Nowsza,36,63
Bartek,Jakios,Bydgoszcz,Nowsza,2,13
Jan,Abac,Warszawa,Nowa,67,81
Bartek,Nowak,Bydgoszcz,Stara,41,134
Kamil,Jakios,Chelmno,Nowsza,29,108
Amelia,Nijak,Plonsk,Starsza,58,112
Jan,Abac,Warszawa,Starsza,63,41
Bartek,Nowak,Bydgoszcz,Stara,85,42
Kamil,Jakios,Chelmno,Nowsza,95,110
Amelia,Nijak,Plonsk,Starsza,82,21
Bartek,Jakios,Plonsk,Nowsza,22,58
Amelia,Abac,Warszawa,Stara,6,37
Jan,Abac,Warszawa,Nowa,26,50
Bartek,Nowak,Bydgoszcz,Stara,90,92
Kamil,Jakios,Chelmno,Nowsza,71,106
Amelia,Nijak,Plonsk,Starsza,48,48
Kamil,Nowak,Warszawa,Nowa,16,116
Bartek,Nowak,Bydgoszcz,Stara,31,136
Kamil,Jakios,Chelmno,Nowsza,16,128
Amelia,Nijak,Plonsk,Starsza,41,13
Bartek,Nijak,Bydgoszcz,Nowsza,65,20
Kamil,Jakios,Chelmno,Starsza,54,24
Jan,Abac,Warszawa,Nowa,24,115
Bartek,Nowak,Bydgoszcz,Stara,89,109
